year,volume,issue,date,title,author,pages,doi,link,abstract
1986,41,4,9/1986,Pricing Risk‐Adjusted Deposit Insurance: An Option‐Based Model,"EHUD I. RONN, AVINASH K. VERMA",,https://doi.org/10.1111/j.1540-6261.1986.tb04554.x,https://doi.org/10.1111/j.1540-6261.1986.tb04554.x,"This paper presents a methodology for arriving at empirical estimates of deposit insurance premiums from market data by using isomorphic relationships between equity and a call option, and insurance and a put option. The data utilizes the market value of equity to solve for the asset value and its volatility. Market perceptions of FDIC bailout policies are explicitly modeled so as to eliminate the bias in inverted values of assets and their volatility. Sensitivity analyses are performed to show that rank orderings based on premiums are robust to changes in specification, thus facilitating allocation of aggregate premium across banks."
1986,41,4,9/1986,A Model of International Asset Pricing with a Constraint on the Foreign Equity Ownership,"CHEOL S. EUN, S. JANAKIRAMANAN",,https://doi.org/10.1111/j.1540-6261.1986.tb04555.x,https://doi.org/10.1111/j.1540-6261.1986.tb04555.x,"This paper derives a closed‐form valuation model in a two‐country world in which the domestic investors are constrained to own at most a fraction, δ, of the number of shares outstanding of the foreign firms. When the “δ constraint” is binding, two different prices rule in the foreign securities market, reflecting the premium offered by the domestic investors over the price under no constraints and the discount demanded by the foreign investors. The premium is shown to be a multiple of the discount, the multiple being the ratio of the aggregate risk aversion of the domestic and foreign investors. Given the aggregate risk‐aversion parameters, the equilibrium premium and discount are determined by the severity of the δ constraint and the “pure” foreign market risk."
1986,41,4,9/1986,The Relationship between Arbitrage and First Order Stochastic Dominance,ROBERT JARROW,,https://doi.org/10.1111/j.1540-6261.1986.tb04556.x,https://doi.org/10.1111/j.1540-6261.1986.tb04556.x,"This paper joins together two fields of research in financial economics. The first field studies stochastic dominance, while the second field studies arbitrage pricing. The two fields are linked together through the derivation and the proof of a characterization theorem. The characterization theorem gives necessary and sufficient conditions for the existence of arbitrage opportunities in terms of the existence of two assets, one of which first order stochastically dominates the other and the price of a particular contingent claim. Examples are provided to demonstrate the theorem's content."
1986,41,4,9/1986,The Duration of an Adjustable‐Rate Mortgage and the Impact of the Index,ROBERT A. OTT,,https://doi.org/10.1111/j.1540-6261.1986.tb04557.x,https://doi.org/10.1111/j.1540-6261.1986.tb04557.x,"With the increasing use of adjustable‐rate mortgages for asset/liability management, there exists the need to properly evaluate their price sensitivity to interest rate changes. This paper provides a foundation by deriving the duration of an adjustable‐rate mortgage. The properties of this duration are unique and have some important differences from those of fixed‐rate securities. One important characteristic of an adjustable‐rate mortgage concerns the index used to adjust the mortgage rate. It was found that the index tended to be more important than the adjustment frequency in determining the duration of an adjustable‐rate mortgage."
1986,41,4,9/1986,Callable Bonds: A Risk‐Reducing Signalling Mechanism,"EDWARD HENRY ROBBINS, JOHN D. SCHATZBERG",,https://doi.org/10.1111/j.1540-6261.1986.tb04558.x,https://doi.org/10.1111/j.1540-6261.1986.tb04558.x,"The theory of financial economics has failed to distinguish advantages of callable bonds from those of short‐term debt. This paper shows that either type of borrowing can signal a firm's better prospects but that short‐term debt does so at the cost of weakened risk‐sharing with capital markets. By issuing either equity or long‐term, non‐callable debt, a firm with poor investment opportunities will not pool its prospects with those of a better firm. But equity produces superior risk‐sharing. Perhaps this explains the almost complete absence of long‐term, non‐callable bonds from observed corporate capital structures."
1986,41,4,9/1986,Volume for Winners and Losers: Taxation and Other Motives for Stock Trading,"JOSEF LAKONISHOK, SEYMOUR SMIDT",,https://doi.org/10.1111/j.1540-6261.1986.tb04559.x,https://doi.org/10.1111/j.1540-6261.1986.tb04559.x,"Capital gains taxes create incentives to trade. Our major finding is that turnover is higher for winners (stocks, the prices of which have increased) than for losers, which is not consistent with the tax prediction. However, the turnover in December and January is evidence of tax‐motivated trading; there is a relatively high turnover for losers in December and for winners in January. We conclude that taxes influence turnover, but other motives for trading are more important. We were unable to find evidence that changing the length of the holding period required to qualify for long‐term capital gains treatment affected turnover."
1986,41,4,9/1986,A Note on the Local Expectations Hypothesis: A Discrete‐Time Exposition,"CHRISTIAN GILLES, STEPHEN F. LEROY",,https://doi.org/10.1111/j.1540-6261.1986.tb04560.x,https://doi.org/10.1111/j.1540-6261.1986.tb04560.x,
1986,41,4,9/1986,A Note on Unanticipated Money Growth and Interest Rate Surprises: Mishkin and Makin Revisited,KEVIN B. GRIER,,https://doi.org/10.1111/j.1540-6261.1986.tb04561.x,https://doi.org/10.1111/j.1540-6261.1986.tb04561.x,
1986,41,4,9/1986,ERRATUM,,,https://doi.org/10.1111/j.1540-6261.1986.tb04562.x,https://doi.org/10.1111/j.1540-6261.1986.tb04562.x,
1986,41,4,9/1986,Book Reviews,,,https://doi.org/10.1111/j.1540-6261.1986.tb04563.x,https://doi.org/10.1111/j.1540-6261.1986.tb04563.x,Book reviewed in this article:
1986,41,4,9/1986,MISCELLANEA,,,https://doi.org/10.1111/j.1540-6261.1986.tb04564.x,https://doi.org/10.1111/j.1540-6261.1986.tb04564.x,
1986,41,5,12/1986,An Analysis of Divestiture Effects Resulting from Deregulation,"ANDREW H. CHEN, LARRY J. MERVILLE",,https://doi.org/10.1111/j.1540-6261.1986.tb02527.x,https://doi.org/10.1111/j.1540-6261.1986.tb02527.x,"Capital market data were used to examine the divestiture effects pertaining to deregulation, the dropping of antitrust charges, and the reversing of the co‐insurance effect associated with the recent breakup of AT&T. The empirical results of the study indicate that significant economic events took place during the breakup process, which led to transfers of wealth from various parties to the securityholders of AT&T. The results also indicate that the buffering effect of regulation was reduced as AT&T went through the total deregulation process. This is in accordance with Peltzman's prediction."
1986,41,5,12/1986,Term Structure Movements and Pricing Interest Rate Contingent Claims,"THOMAS S. Y. HO, SANG‐BIN LEE",,https://doi.org/10.1111/j.1540-6261.1986.tb02528.x,https://doi.org/10.1111/j.1540-6261.1986.tb02528.x,"This paper derives an arbitrage‐free interest rate movements model (AR model). This model takes the complete term structure as given and derives the subsequent stochastic movement of the term structure such that the movement is arbitrage free. We then show that the AR model can be used to price interest rate contingent claims relative to the observed complete term structure of interest rates. This paper also studies the behavior and the economics of the model. Our approach can be used to price a broad range of interest rate contingent claims, including bond options and callable bonds."
1986,41,5,12/1986,Price Regulation in Property‐Liability Insurance: A Contingent‐Claims Approach,"NEIL A. DOHERTY, JAMES R. GARVEN",,https://doi.org/10.1111/j.1540-6261.1986.tb02529.x,https://doi.org/10.1111/j.1540-6261.1986.tb02529.x,"A discrete‐time option‐pricing model is used to derive the “fair” rate of return for the property‐liability insurance firm. The rationale for the use of this model is that the financial claims of shareholders, policyholders, and tax authorities can be modeled as European options written on the income generated by the insurer's asset portfolio. This portfolio consists mostly of traded financial assets and is therefore relatively easy to value. By setting the value of the shareholders' option equal to the initial surplus, an implicit solution for the fair insurance price may be derived. Unlike previous insurance regulatory models, this approach addresses the ruin probability of the insurer, as well as nonlinear tax effects."
1986,41,5,12/1986,Positively Weighted Portfolios on the Minimum‐Variance Frontier,RICHARD C. GREEN,,https://doi.org/10.1111/j.1540-6261.1986.tb02530.x,https://doi.org/10.1111/j.1540-6261.1986.tb02530.x,"Duality theory is employed to provide necessary and sufficient conditions for portfolios on the minimum‐variance frontier to have positive investment proportions in all assets. These conditions involve the feasibility of portfolios that have non‐negative correlation with all assets and positive correlation with at least one. Using these results, several “qualitative” results concerning the signs of investment proportions in efficient portfolios are proved. It is argued that the conditions that ensure all‐positive weights in efficient portfolios are intuitively compelling and are not unique to the CAPM. With large numbers of assets, however, the signs of weights in minimum‐variance portfolios can be very sensitive to slight departures from these conditions due to, for example, sampling error."
1986,41,5,12/1986,A Theory of Trading Volume,JONATHAN M. KARPOFF,,https://doi.org/10.1111/j.1540-6261.1986.tb02531.x,https://doi.org/10.1111/j.1540-6261.1986.tb02531.x,"A theory of trading volume is developed based on assumptions that market agents frequently revise their demand prices and randomly encounter potential trading partners. The model describes two distinct ways informational events affect trading volume. One is consistent with conjectures made by empirical researchers that investor disagreement leads to increased trading. But the observation of abnormal trading volume does not necessarily imply disagreement, and volume can increase even if investors interpret the information identically, if they also have had divergent prior expectations. Simulation tests support the model and are used to contrast the random‐pairing environment with costless market clearing. Volume is lower in the costly market, and volume increases caused by an informational event persist after the event period. This is consistent with existing empirical evidence and suggests that markets do not immediately clear all orders or that investors have demands to recontract."
1986,41,5,12/1986,Information Asymmetry and the Dealer's Bid‐Ask Spread: A Case Study of Earnings and Dividend Announcements,"P. C. VENKATESH, R. CHIANG",,https://doi.org/10.1111/j.1540-6261.1986.tb02532.x,https://doi.org/10.1111/j.1540-6261.1986.tb02532.x,"Recent theoretical work on the bid‐ask spread asserts that the dealer should widen the bid‐ask spread when he or she suspects that the information advantage possessed by informed traders has increased. Thus, the dealer's spread can be employed to test for an increase in information asymmetry prior to an anticipated information event. In this paper, the method is applied to earnings and dividend announcements, which have been documented to be information events. The authors study three groups of announcements: (a) joint announcements—i.e., earnings and dividend announcements that are made on the same day, (b) initial (first) announcements—earnings or dividend announcements that were not preceded by another announcement in the prior thirty days, and (c) following (second) announcements—those announcements that follow the first announcement by at least ten days but by no more than thirty days. The authors find a strong increase in information asymmetry only before the second announcements and virtually no increase before the joint and first announcements. This is consistent with the hypothesis that there is, on average, normal information asymmetry before announcements, but that the dealer will suspect a nonroutine announcement (with an attendant increase in information asymmetry) when the second announcement is separated from the first by more than ten days. Other possible explanations for the results are discussed, and suggestions for future research are outlined."
1986,41,5,12/1986,Commercial Bank Portfolio Behavior and Endogenous Uncertainty,BRYAN STANHOUSE,,https://doi.org/10.1111/j.1540-6261.1986.tb02533.x,https://doi.org/10.1111/j.1540-6261.1986.tb02533.x,"This paper demonstrates how Bayesian information may be analyzed as a variable input in determining an optimal bank portfolio and investigates the impact of information in a way that is statistically satisfactory. A portfolio model is developed, and the impact of information is analyzed. Information is treated as an economic input that is used up to the point where its predicted marginal benefit is exactly equal to its marginal cost, and, from there, the optimal demand for information is derived. A comparative‐static analysis demonstrates that the reaction of optimal portfolio holdings to interest rate changes under variable uncertainty is dramatically different from portfolio behavior when uncertainty is exogenous. Finally, the elasticity of reserves with respect to scale is examined under the assumption of variable uncertainty."
1986,41,5,12/1986,Can Tax‐Loss Selling Explain the January Seasonal in Stock Returns?,K. C. CHAN,,https://doi.org/10.1111/j.1540-6261.1986.tb02534.x,https://doi.org/10.1111/j.1540-6261.1986.tb02534.x,This paper analyzes the tax‐loss selling hypothesis as an explanation of the January seasonal in stock returns and argues that rational tax‐loss selling implies little relation between the January seasonal and the long‐term loss. Empirical results show that the January seasonal is as strongly related to the long‐term loss as it is to the short‐term loss. The evidence is inconsistent with a model that explains the January seasonal by optimal tax trading.
1986,41,5,12/1986,Contributing Authors and Institutions to the Journal of Finance: 1946–1985,"J. LOUIS HECK, PHILIP L. COOLEY, CARL M. HUBBARD",,https://doi.org/10.1111/j.1540-6261.1986.tb02535.x,https://doi.org/10.1111/j.1540-6261.1986.tb02535.x,"Publication of the December 1985 issue of the Journal of Finance completed the Journal's first 40 years of contributions to the profession. This study identifies and summarizes the contributing authors, where they earned their doctoral degrees, and their employers at the time of publication. The authors, degree‐granting institutions, and employers appearing most frequently in the Journal are ordered for the entire 40‐year period and for various subperiods. Where possible, the present findings are compared with those of previously published studies."
1986,41,5,12/1986,A Note on Optimal Credit and Pricing Policy under Uncertainty: A Contingent‐Claims Approach,"CHUN H. LAM, ANDREW H. CHEN",,https://doi.org/10.1111/j.1540-6261.1986.tb02536.x,https://doi.org/10.1111/j.1540-6261.1986.tb02536.x,
1986,41,5,12/1986,The Weekly Pattern in Stock Index Futures: A Further Note,"EDWARD A. DYL, EDWIN D. MABERLY",,https://doi.org/10.1111/j.1540-6261.1986.tb02537.x,https://doi.org/10.1111/j.1540-6261.1986.tb02537.x,
1986,41,5,12/1986,Homogeneity Restrictions on the Translog Cost Model: A Note,"ASGHAR ZARDKOOHI, NANDA RANGAN, JAMES KOLARI",,https://doi.org/10.1111/j.1540-6261.1986.tb02538.x,https://doi.org/10.1111/j.1540-6261.1986.tb02538.x,
1986,41,5,12/1986,The Role of Options in the Resolution of Agency Problems: A Comment,"ROGER E. A. FARMER, RALPH A. WINTER",,https://doi.org/10.1111/j.1540-6261.1986.tb02539.x,https://doi.org/10.1111/j.1540-6261.1986.tb02539.x,
1986,41,5,12/1986,The Role of Options in the Resolution of Agency Problems: A Reply,"ROBERT A. HAUGEN, LEMMA W. SENBET",,https://doi.org/10.1111/j.1540-6261.1986.tb02540.x,https://doi.org/10.1111/j.1540-6261.1986.tb02540.x,
1986,41,5,12/1986,Performance Hypothesis Testing with the Sharpe and Treynor Measures: A Comment,CHARLES BRAM CADSBY,,https://doi.org/10.1111/j.1540-6261.1986.tb02541.x,https://doi.org/10.1111/j.1540-6261.1986.tb02541.x,
1986,41,5,12/1986,Mean‐Variance versus Direct Utility Maximization: A Comment,"DONALD W. REID, BERNARD V. TEW",,https://doi.org/10.1111/j.1540-6261.1986.tb02542.x,https://doi.org/10.1111/j.1540-6261.1986.tb02542.x,
1986,41,5,12/1986,Upper and Lower Bounds of Put and Call Option Value: Stochastic Dominance Approach—Erratum,HAIM LEVY,,https://doi.org/10.1111/j.1540-6261.1986.tb02543.x,https://doi.org/10.1111/j.1540-6261.1986.tb02543.x,
1986,41,5,12/1986,Book Reviews,,,https://doi.org/10.1111/j.1540-6261.1986.tb02544.x,https://doi.org/10.1111/j.1540-6261.1986.tb02544.x,Book reviewed in this article:
1986,41,5,12/1986,MISCELLANEA,,,https://doi.org/10.1111/j.1540-6261.1986.tb02545.x,https://doi.org/10.1111/j.1540-6261.1986.tb02545.x,
1987,42,1,3/1987,Mimicking Portfolios and Exact Arbitrage Pricing,"GUR HUBERMAN, SHMUEL KANDEL, ROBERT F. STAMBAUGH",,https://doi.org/10.1111/j.1540-6261.1987.tb02546.x,https://doi.org/10.1111/j.1540-6261.1987.tb02546.x,"We characterize the sets of mimicking positions with returns that can serve in place of factors in an exact K‐factor arbitrage‐pricing relation for a set of N assets. All of the sets are K‐dimensional nonsingular linear transformations of each other. We interpret three examples of such transformations and discuss empirical considerations. We provide conditions under which the mimicking positions can be expressed as portfolios, and we characterize the relation between mimicking portfolios and the minimum‐variance frontier."
1987,42,1,3/1987,Autoregressive Modeling of Earnings‐Investment Causality,"SASSON BAR‐YOSEF, JEFFREY L. CALLEN, JOSHUA LIVNAT",,https://doi.org/10.1111/j.1540-6261.1987.tb02547.x,https://doi.org/10.1111/j.1540-6261.1987.tb02547.x,"The purpose of this paper is to empirically test the relationships between corporate earnings and investment. In particular, the study investigates whether knowledge of past investments improves the prediction of future earnings beyond predictions that are based on past earnings alone. Similarly, it investigates whether knowledge of past earnings improves the prediction of future investments beyond knowledge of past investments alone. This is the empirical definition of Granger causality. The empirical results show that the bivariate past series of earnings and investments is superior to the univariate series in predicting future investments but not in predicting future earnings."
1987,42,1,3/1987,"Perquisites, Risk, and Capital Structure",JOSEPH WILLIAMS,,https://doi.org/10.1111/j.1540-6261.1987.tb02548.x,https://doi.org/10.1111/j.1540-6261.1987.tb02548.x,"In a corporate agency problem, perquisites and risk interact to produce novel, complex comparative statics. For example, even if additional debt induces risk‐neutral insiders to increase risk, they never seek to increase the market value of their stock; instead, insiders decrease the present value of their subsequent, conditionally optimal perquisites. Also, the firm's optimal capital structure includes a risky bond with an agreement to remove insiders whenever the bond defaults. However, the optimal sharing rule between corporate claimants cannot be supported solely by standard securities such as bonds, stocks, options, and their hybrids."
1987,42,1,3/1987,Seasonality in the Risk‐Return Relationship: Some International Evidence,"ALBERT CORHAY, GABRIEL HAWAWINI, PIERRE MICHEL",,https://doi.org/10.1111/j.1540-6261.1987.tb02549.x,https://doi.org/10.1111/j.1540-6261.1987.tb02549.x,"We report evidence of seasonality in the Fama and MacBeth estimate of the CAPM‐based risk premium in four stock exchanges: the NYSE and the London, Paris, and Brussels exchanges. Specifically, we found that, in Belgium and France, risk premia are positive in January and negative the rest of the year. There is no January seasonal in the U.K. risk premium. Instead, we observed in this country a positive April seasonal and a negative average risk premium over the rest of the year. In the U.S., the pattern of risk‐premium seasonality coincides with the pattern of stock‐return seasonality. Both are positive and significant only in January. We also found that the January risk premium in the U.S. is significantly larger than those observed in the European markets. Interestingly, the reported patterns of risk‐premium seasonality in European equity markets do not fully coincide with the observed patterns of stock‐return seasonality in these markets. For example, in the U.K., average stock returns are significant and positive in January and April, whereas the market risk premium is significantly positive only in April. A possible interpretation of this phenomenon is presented in the paper."
1987,42,1,3/1987,Expectations of Exchange Rates and Differential Inflation Rates: Further Evidence on Purchasing Power Parity in Efficient Markets,ROGER D. HUANG,,https://doi.org/10.1111/j.1540-6261.1987.tb02550.x,https://doi.org/10.1111/j.1540-6261.1987.tb02550.x,The paper tests the null hypothesis of ex ante purchasing power parity. The empirical evidence obtained is inconsistent with the null for major industrialized countries over the current floating exchange rate regime. Expected nominal exchange rate changes appear to deviate systematically from expected inflation rate differentials over the same holding period even though real exchange rate changes appear to be serially uncorrelated. This supports the presence of time‐varying risk premia in foreign exchange markets and real determinants of exchange rate movements as suggested by equilibrium theories of international asset markets.
1987,42,1,3/1987,The Default Premium and Corporate Bond Experience,JEROME S. FONS,,https://doi.org/10.1111/j.1540-6261.1987.tb02551.x,https://doi.org/10.1111/j.1540-6261.1987.tb02551.x,"The development of organized markets for speculative‐grade corporate debt has provided financial researchers with an opportunity to examine the pricing of default risk. By incorporating previous work on the default experience of low‐rated corporate debt, this paper presents an introduction to risk‐neutral models of risky‐bond pricing and uses these to examine the relationship between the default premium embodied in bond yields and actual default rates. The contribution of macroeconomic information to the default premium is also examined. The author finds that holders of low‐grade bonds have, on average, been compensated for losses due to default."
1987,42,1,3/1987,An Analysis of Yield Curve Notes,JOSEPH P. OGDEN,,https://doi.org/10.1111/j.1540-6261.1987.tb02552.x,https://doi.org/10.1111/j.1540-6261.1987.tb02552.x,"This paper analyzes a new type of security, the yield curve note, which pays interest at a rate that varies inversely with short‐term interest rates. A valuation model for yield curve notes is presented, the parameters of the model are estimated empirically, and the estimated model is used to explore, in simulation, the price behavior and risk characteristics of yield curve notes in comparison with fixed‐rate notes. The risk of a yield curve note is approximately twice as great as a fixed‐rate note with the same maturity. The unique risk characteristics of yield curve notes make them useful (as liabilities) in immunization strategies for financial institutions. Their usefulness in this regard may be the chief rationale for their development."
1987,42,1,3/1987,Nonsynchronous Security Trading and Market Index Autocorrelation,"MICHAEL D. ATCHISON, KIRT C. BUTLER, RICHARD R. SIMONDS",,https://doi.org/10.1111/j.1540-6261.1987.tb02553.x,https://doi.org/10.1111/j.1540-6261.1987.tb02553.x,The theoretical portfolio autocorrelation due solely to nonsynchronous trading is estimated from a derived model. This estimated level is found to be substantially less than that observed empirically. The theoretical and empirical relationship between portfolio size and autocorrelation also is investigated. The results of this study suggest that other price‐adjustment delay factors in addition to nonsynchronous trading cause the high autocorrelations present in daily returns on stock index portfolios.
1987,42,1,3/1987,The Puzzle in Post‐Listing Common Stock Returns,"JOHN J. McCONNELL, GARY C. SANGER",,https://doi.org/10.1111/j.1540-6261.1987.tb02554.x,https://doi.org/10.1111/j.1540-6261.1987.tb02554.x,"Prior studies indicate that common stocks tend to earn negative returns immediately following listing on the NYSE. The authors document the phenomenon in detail and investigate a number of possible explanations. No full explanation is discovered, although several are ruled out."
1987,42,1,3/1987,Using Financial Prices to Test Exchange Rate Models: A Note,BRUNO SOLNIK,,https://doi.org/10.1111/j.1540-6261.1987.tb02555.x,https://doi.org/10.1111/j.1540-6261.1987.tb02555.x,
1987,42,1,3/1987,Asset Pricing and Dual Listing on Foreign Capital Markets: A Note,"GORDON J. ALEXANDER, CHEOL S. EUN, S. JANAKIRAMANAN",,https://doi.org/10.1111/j.1540-6261.1987.tb02556.x,https://doi.org/10.1111/j.1540-6261.1987.tb02556.x,
1987,42,1,3/1987,Initial Public Offer Underpricing: The Issuer's View—A Note,STEVEN M. DAWSON,,https://doi.org/10.1111/j.1540-6261.1987.tb02557.x,https://doi.org/10.1111/j.1540-6261.1987.tb02557.x,
1987,42,1,3/1987,A Note on the Behavior of Stock Returns around Ex‐Dates of Stock Distributions,AJAY R. DRAVID,,https://doi.org/10.1111/j.1540-6261.1987.tb02558.x,https://doi.org/10.1111/j.1540-6261.1987.tb02558.x,
1987,42,1,3/1987,Miller's Irrelevance Mechanism: A Note,"VAROUJ A. AIVAZIAN, JEFFREY L. CALLEN",,https://doi.org/10.1111/j.1540-6261.1987.tb02559.x,https://doi.org/10.1111/j.1540-6261.1987.tb02559.x,
1987,42,1,3/1987,The Distribution of Foreign Exchange Price Changes: Trading Day Effects and Risk Measurement—A Comment,JACKY C. SO,,https://doi.org/10.1111/j.1540-6261.1987.tb02560.x,https://doi.org/10.1111/j.1540-6261.1987.tb02560.x,
1987,42,1,3/1987,The Distribution of Foreign Exchange Price Changes: Trading Day Effects and Risk Measurement—A Reply,"JAMES W. McFARLAND, R. RICHARDSON PETTIT, SAM K. SUNG",,https://doi.org/10.1111/j.1540-6261.1987.tb02561.x,https://doi.org/10.1111/j.1540-6261.1987.tb02561.x,
1987,42,1,3/1987,Book Reviews,,,https://doi.org/10.1111/j.1540-6261.1987.tb02562.x,https://doi.org/10.1111/j.1540-6261.1987.tb02562.x,Book reviewed in this article:
1987,42,1,3/1987,MISCELLANEA,,,https://doi.org/10.1111/j.1540-6261.1987.tb02563.x,https://doi.org/10.1111/j.1540-6261.1987.tb02563.x,
1987,42,2,6/1987,Tests of Asset Pricing with Time‐Varying Expected Risk Premiums and Market Betas,"WAYNE E. FERSON, SHMUEL KANDEL, ROBERT F. STAMBAUGH",,https://doi.org/10.1111/j.1540-6261.1987.tb02564.x,https://doi.org/10.1111/j.1540-6261.1987.tb02564.x,"Tests of asset‐pricing models are developed that allow expected risk premiums and market betas to vary over time. These tests exploit the relation between expected excess returns and current market values. Using weekly data for 1963 through 1982 on ten common stock portfolios formed according to equity capitalization, a single‐risk‐premium model is not rejected if the expected premium is time varying and is not constrained to correspond to a market factor. Conditional mean‐variance efficiency of a value‐weighted stock index is rejected, and the rejection is insensitive to how much variability of expected risk premiums is assumed."
1987,42,2,6/1987,Nonsynchronous Data and the Covariance‐Factor Structure of Returns,JAY SHANKEN,,https://doi.org/10.1111/j.1540-6261.1987.tb02565.x,https://doi.org/10.1111/j.1540-6261.1987.tb02565.x,"Evidence is presented that indicates that the standard estimator of the covariance matrix of daily returns provides a distorted view of the true covariance‐factor structure. An alternative estimator, based on a model of the price‐adjustment delay process, reveals roughly twice as much covariation in individual security returns. The number of factors identified also appears to increase when this estimator is employed. Since the linear space spanned by the estimated factor‐loading vectors is quite sensitive to the estimator used, it is important that the consistent estimator be considered in the usual two‐stage empirical investigations of the APT."
1987,42,2,6/1987,Mutual Fund Performance Evaluation: A Comparison of Benchmarks and Benchmark Comparisons,"BRUCE N. LEHMANN, DAVID M. MODEST",,https://doi.org/10.1111/j.1540-6261.1987.tb02566.x,https://doi.org/10.1111/j.1540-6261.1987.tb02566.x,"The authors' main goal in this paper is to ascertain whether conventional measures of abnormal mutual fund performance are sensitive to the benchmark chosen to measure normal performance. They employ the standard CAPM benchmarks and a variety of APT benchmarks to investigate this question. They find little similarity between the absolute and relative mutual fund rankings obtained from these alternative benchmarks, which suggests the importance of knowing the appropriate model for risk and return in this context. In addition, the rankings are not insensitive to the method used to construct the APT benchmark. Finally, they find statistically significant measured abnormal performance using all the benchmarks. The economic explanation for this phenomenon appears to be an open question."
1987,42,2,6/1987,The Pricing of Options with Default Risk,"HERB JOHNSON, RENÉ STULZ",,https://doi.org/10.1111/j.1540-6261.1987.tb02567.x,https://doi.org/10.1111/j.1540-6261.1987.tb02567.x,"This paper considers the pricing of options with default risk. The comparative statics of such options can differ from those of ordinary options, and early exercise of such American call options can be optimal. Several examples of options with default risk are considered."
1987,42,2,6/1987,The Pricing of Options on Assets with Stochastic Volatilities,"JOHN HULL, ALAN WHITE",,https://doi.org/10.1111/j.1540-6261.1987.tb02568.x,https://doi.org/10.1111/j.1540-6261.1987.tb02568.x,One option‐pricing problem that has hitherto been unsolved is the pricing of a European call on an asset that has a stochastic volatility. This paper examines this problem. The option price is determined in series form for the case in which the stochastic volatility is independent of the stock price. Numerical solutions are also produced for the case in which the volatility is correlated with the stock price. It is found that the Black‐Scholes price frequently overprices options and that the degree of overpricing increases with the time to maturity.
1987,42,2,6/1987,Efficient Analytic Approximation of American Option Values,"GIOVANNI BARONE‐ADESI, ROBERT E. WHALEY",,https://doi.org/10.1111/j.1540-6261.1987.tb02569.x,https://doi.org/10.1111/j.1540-6261.1987.tb02569.x,"This paper provides simple, analytic approximations for pricing exchange‐traded American call and put options written on commodities and commodity futures contracts. These approximations are accurate and considerably more computationally efficient than finite‐difference, binomial, or compound‐option pricing methods."
1987,42,2,6/1987,Efficient Signalling with Dividends and Investments,"RAMASASTRY AMBARISH, KOSE JOHN, JOSEPH WILLIAMS",,https://doi.org/10.1111/j.1540-6261.1987.tb02570.x,https://doi.org/10.1111/j.1540-6261.1987.tb02570.x,"An efficient signalling equilibrium with dividends and investments or, equivalently, dividends and net new issues of stock is constructed, and its properties are identified. Because corporate insiders can exploit multiple signals, the efficient mix must minimize dissipative costs. In equilibrium, many firms both distribute dividends and deviate from first‐best investment. Also, the impact of dividends on stock prices is positive. By contrast, the announcement effect of new stock is negative for firms with private information primarily about assets in place and positive for firms with inside information mainly about opportunities to invest."
1987,42,2,6/1987,Collateral and Competitive Equilibria with Moral Hazard and Private Information,"YUK‐SHEE CHAN, ANJAN V. THAKOR",,https://doi.org/10.1111/j.1540-6261.1987.tb02571.x,https://doi.org/10.1111/j.1540-6261.1987.tb02571.x,"The authors examine equilibrium credit contracts and allocations under different competitivity specifications and explain the economic roles of collateral under these specifications. Both moral hazard and adverse selection are considered. The principal message is that how a competitive equilibrium is conceptualized significantly affects the characterization of equilibrium credit contracts. Specifically, some well‐known results in the rationing literature are shown to rest delicately on the adopted equilibrium concept. Two somewhat surprising results emerge. First, high‐quality borrowers with unlimited collateral may be priced out of the market despite the bank having idle deposits. Second, high‐quality borrowers may put up more collateral."
1987,42,2,6/1987,A Theory of Stock Price Responses to Alternative Corporate Cash Disbursement Methods: Stock Repurchases and Dividends,"AHARON R. OFER, ANJAN V. THAKOR",,https://doi.org/10.1111/j.1540-6261.1987.tb02572.x,https://doi.org/10.1111/j.1540-6261.1987.tb02572.x,"This paper develops a model in which managers can signal their firms' true values by using either a dividend or a stock repurchase or both. The authors explain a number of stylized facts about these cash‐disbursement mechanisms, particularly those concerning the relative magnitudes of stock price responses to dividends and repurchases. Most importantly, they explain why a stock repurchase elicits a significantly higher price response, on average, than a dividend announcement."
1987,42,2,6/1987,"Forward Foreign Exchange Rates, Expected Spot Rates, and Premia: A Signal‐Extraction Approach",CHRISTIAN C. P. WOLFF,,https://doi.org/10.1111/j.1540-6261.1987.tb02573.x,https://doi.org/10.1111/j.1540-6261.1987.tb02573.x,"In this paper, we implement a methodology to identify and measure premia in the pricing of forward foreign exchange that involves application of signal‐extraction techniques from the engineering literature. Diagnostic tests indicate that these methods are quite successful in capturing the essence of the time‐series properties of premium terms. The estimated premium models indicate that premia show a certain degree of persistance over time and that more than half the variance in the forecast error that results from the use of current forward rates as predictors of future spot rates is accounted for by variation in premium terms. The methodology can be applied straightforwardly to the measurement of unobservables in other financial markets."
